,用户ID,评论内容,手机型号
645,17296688655.0,"手机性能很给力，运行速度快，屏幕清晰，运行速度快，满意。充电速度贼快，一会儿就充满了。
小米6用了4年半，这手机就是新的五年计划?",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
646,17285588595.0,速度很快，银迹好看，充电速度已经超出预期。小米满满的诚意，不仅价格很香，出产自带贴膜，自带的膜稍微不太满意，送手的机壳体验还可以，之前的Redmi Note 11 Pro 5G致换成K50，体验很棒。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
647,17312085966.0,2k屏很好，天玑9000体验下来确实比火龙8强，充电二十分钟出头充满，摄像头一般，买来玩游戏很不错,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
648,17316949105.0,很好，回归直屏。用起来反而有点不顺手了，屏幕比之前的10Pro细腻很多，看小说很舒服，我不用手机打游戏，就不评价啦。仁者见仁智者见智,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
649,17327383918.0,刚好抢到512版本的机子，以后不再担心存储空间不够用了，用着不错，开了120Hz，机子也是很流畅，暂时没有发现大问题，有再评论,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
650,17322567628.0,"外形外观：屏幕一绝，3000元内最好的屏
运行速度：天机9000果然名不虚传
其他特色：120w超级快充18分钟不到就满了",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
651,17310419661.0,"上一部手机是k20pro，他现在终于可以退休了
手机上手感觉非常爽2k+120爽的一批，再加上120w快充充电速度没得说完美入手红米k系列永远滴神",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
652,17297125427.0,去年给爸妈换了红米，觉得k40真香，今年给自己也换了k50pro。外观延续了40的风格，处理器搭载天玑9000，屏幕升级到2k，大电池和超级快充非常棒，直屏和侧边指纹识别都是喜欢的部分，定价依旧友好。有望成为今年的爆款神机！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
653,17323071726.0,"外形外观：美的
屏幕音效：剛剛的
拍照效果：還行
运行速度：飛速
待机时间：一天一充
其他特色：天璣9000真心不錯的",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
654,17366734551.0,给妈妈买的，妈妈不是很能用明白，一会有可以教老年人用手机的方法，妈妈说手机比她之前的沉很多,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
655,17299259590.0,使用效果非常好，大功率充电，价廉物美，值得购买。廉价的塑料外壳有利于环保，几乎每个人都外加手机套。摄像头太突出，不太美观，希望改进。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
656,17399319900.0,发布会当晚我就下单了，但是由于疫情原因一直没能送到，昨天终于拿到手了，非常惊喜！在此特别感谢京东快递的工作人员！手机外观很不错，我个人很喜欢黑色的这款，120W的充电头是真的大。。。让我没想到的是居然还附赠了手机壳。。。我之前就已经提前买好壳了，所以原装的就先没用。手机膜也已经贴好了的，十分贴心了。初步使用了一下，各方面都非常不错！待我打个游戏、充个电，过一阵子再来追评！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
657,17324991479.0,"屏幕音效：音质效果特别好
拍照效果：特别清晰
运行速度：非常快
待机时间：8个钟",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
658,17377254153.0,看起来还是挺好看的，手感也还不错 ，2K屏幕非常清晰 ，对拍照没什么要求，总体还是不错的 ，非常顺畅， 电池耐用，充电也很快。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
659,17351331550.0,手机收到了快2周了，不想评论，因为心中对红米有点持怀疑态度，使用了2周让我对红米有了重新的认识，玩大游戏手机不卡，不热，挺流畅，画质挺好，音质也不错，值得购买，真心推荐,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
660,17292227567.0,前几天就收到货了，使用了几天才来评论的，我一般不怎么打游戏，也是偶尔打打，性能非常好，外观高端大气上档次，颜色也非常喜欢。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
661,17286498919.0,"外形外观：给人一种焕然一新的感觉非常不错
屏幕音效：小清新
拍照效果：拍照
运行速度：非常快
其他特色：120W充电很不错",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
662,17283589372.0,上午10点下单，下午不到六点就收到了，京东物流没的说，手机很好看，银色很漂亮，使用了一个晚上，电量完全够用，屏幕看起来很舒服，人脸和指纹解锁响应很快，运行速度没得挑，照相挺好的，系统用起来很顺手，之前用的是华为，小米第一次用感觉很好。充电速度超快，这个价位买到这款手机性价比非常高。目前使用起来没有任何问题，强烈推荐入手,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
663,17309926238.0,终于到手了，老公选了很久，看好了这款手机，一直在等，好物不怕等嘛，选了墨羽这个颜色，也很好看呢，昨天到的，老公说用着挺好的，让我好评呢，嘻嘻,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
664,17308574503.0,"3000价位的天玑9000加2k，120hz高刷三星屏简直香爆了好不好。120w快充，20分钟左右充满电，5000毫安电池。
各种功能，nfc，红外等齐全，当真走心了
就问这个价位就问还有谁好吧！
22年高端焊门员?
你值得拥有",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
665,17310056630.0,"外形外观：漂亮！
运行速度：飞快！
待机时间：可以用一天多
屏幕音效：堪比三星苹果
其他特色：充电太爽了！",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
666,17291233617.0,买之前去实体店看了，整体符合自己的期待，120瓦充电速度很快，刷个牙的功夫就满了，屏幕观感不错，震动马达偏弱,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
667,17318746487.0,"外形外观：这个颜色很好看
屏幕音效：很nice
拍照效果：还没有试过
运行速度：打王者期间太嗨会滋卡机一下",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
668,17289534345.0,从k30s换过来的，天玑9000非常给力（发哥终于站起来了）！使用非常流畅，A＋认证的屏幕观感很好！温控也不错，120w充电特别快！感觉加点钱上pro是明智之举！可以用更长的时间！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
669,17347817677.0,"这次可以mtk，yes。屏幕观感很不错，银色也非常耐看，
直屏用来打游戏很OK，就是相机差了点意思",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
670,17371983558.0,"外形外观：时尚非常不错，
屏幕音效：2K流畅高刷率

整体非常喜欢，到手了爱不释手
拍照效果：拍照效果也不错，清晰不模糊",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
671,17315030360.0,"真的非常非常好
外形外观：好看
屏幕音效：2k杜比音效
拍照效果：1亿
运行速度：很快
待机时间：2天
其他特色：都可以",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
672,17302537511.0,嘿嘿嘿～这颜色我爱了!对我来说这使用体验杠杠滴!六得起飞!!支持王一博!!!不得不说，很好用，充电快!运行速度也不赖!冲!就对了!,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
673,17308441761.0,物流飞快，第二天就拿到手了，手机质感还不错。系统也很流畅，没有遇到网上说的问题。完了几次游戏也不发热，现在联发科的处理器适配肯定还不是最好的，相信后续系统更新肯定会让这块芯片的性能得到发挥。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
674,17324193247.0,"外形外观：喜欢，手感不错
屏幕音效：非常清晰不辣眼睛
拍照效果：还不错
运行速度：8+128
够用",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
675,17284591360.0,"1:屏幕可以，2k感知很强，并且素质也很棒，居然不
绿屏哈哈。
2:天玑9000yysd，安装几个G的游戏也只要几秒钟
发热也控制得当不烫手
3.充电很快，120w很鸡血，10%到100%18分钟",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
676,17296695895.0,"外形外观：碎屏效果十分帅
屏幕音效：好
拍照效果：1像素非常清晰
运行速度：流畅度很好 
其他特色：2k屏很舒服  这个价位总体来说算是无敌的了",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
677,17314453840.0,"120W超级快充满足你的所有想象&gt;3&lt;
手机充电快耗电也快，一天得冲个两三次吧⊙﹏⊙
物流：3月21付尾款，3月27号才发货，让你的粉丝等这么久，你们也狠心⊙﹏⊙。发货后一天就到了，物流还是蛮快的
第一次用小米手机，总体上来说还是很棒的?",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
678,17305695670.0,"外形外观：手感超级好，就是不防指纹
屏幕音效：搭配X轴震动器 首钢超级棒。
拍照效果：1个E像素 妥妥的
运行速度：天玑9000处理器棒棒的",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
679,17393189444.0,"细节很完美，整体很不错。性价比高，运行也比较流畅 120hz高刷自适应屏幕 真心舒服 天机9000很棒
总的来说值得购买",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
680,17293542550.0,屏幕超级细腻，2K 120赫兹的屏幕。感觉超棒。手感就比K30P 对比的话差很多 但会轻点。总体很满意,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
681,17313715088.0,刚收到就赶紧开一把游戏体验一下高刷，果然很爽，极速充电也很棒，希望耐用就好,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
682,17314854527.0,"外形外观：手机较轻，拿在手上手感挺好的 


运行速度：使用很流畅，非常不错了，联发科果真是站起来了，我相信官方后续更新会把这颗芯片调教的更好的",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
683,17310365046.0,用了一周左右，感觉很好，首先颜值很高，感觉绿色最好看，电池容量也比k40大，重度游戏用户一天一冲就行，120快充真的是很爽！王者吃鸡无敌流畅，天机九千yyds,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
684,17290534167.0,从红米k20pro换到k50pro，之前一直享换机，但不满意火龙888，终于等到了红米k50pro的天玑9000.开机后的2k屏真的与旧手机形成了鲜明对比，不管是拍照，系统流畅度还是游戏体验，真的是全面升级！！！非常满意，120w快充对于游戏党真是福音！！非常满意的一次购物体验！！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
685,17318121097.0,2k屏幕就是不一样，太清楚太好用了后盖也好看，推荐大家买啊，冲啊！！体验好性价比高拍照好很清楚，打王者无压力温度控制非常好。大电池和快充不能共存是行业难题，因为充电速度越快能量损耗就越多、发热量越大、对设计和安全难度要求越高。K50Pro通过搭载小米自研澎湃P1芯片，成功攻克以上行业面临的难题，实现5000毫安大电池和120W快充共存，完全充满只需要19分钟左右，机身厚度还控制在8.5mm，可见小米在快充和设计方面的地位。超长续航重度使用一天不成问题，一天下来玩玩游戏、刷刷视频还能有剩余电量，回到家之后插上充电器立刻就能回血。哪怕晚上忘了充电，早上洗漱的时间也能快速充满，这么快的充电真的能改变人们的生活方式，彻底摆脱被充电宝束缚的恐惧，用上K50Pro再也没有过续航焦虑。天玑9000是大家最期待的一款旗舰芯片，现在终于可以和大家正式见面了，实际上手体验能够发现真的非常猛。《原神》一小时游戏可以保持在55帧以上，这还只是工程机的表现，量产版本应该还会更优秀。《王者荣耀》更是小菜一碟，几乎呈一条直线的120帧运行画面极度流畅。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
